id,Priority,SR start date/time,Service Category,Service Comments
5801,01-Emergency,2022-10-26 20:54:00,Environmental Concerns,Mold on the window in back upstairs bedroom
295,02-Urgent,2022-04-20 09:07:00,Heating and cooling,Heat will not turn on.
1088,02-Urgent,2022-08-30 06:44:00,Electrical and lighting,Light cover at the top of the stairs isn`t on right. Concern it could fall.
68,02-Urgent,2022-04-13 07:42:00,Heating and cooling,The A/C is not cooling the fan is running however the system is having the same issues as the last several A/C tickets submitted.
1118,03-Routine,2022-08-27 14:57:00,Heating and cooling,The other rooms downstairs have odor too
309,03-Routine,2022-04-15 18:19:00,Windows,There is a ten inch tear in the seam of the screen
5697,01-Emergency,2022-10-02 14:54:00,Moisture Issues,UPDATE NEEDED: Plumbing vent roof penetration flashing is compromised and rain water is leaking inside attic and into attic floor drywall. Long enough that it has dissolved through drywall and bulging on interior ceiling paint.
6225,02-Urgent,2022-09-11 20:25:00,Plumbing and bath,Hot water extremely hot
1877,02-Urgent,2022-01-21 09:58:00,Heating and cooling,Set at 81 Won't go over 69 Freezing im this home multiple times same issue keeps occurring
1855,01-Emergency,2022-02-27 09:46:00,Environmental Concerns,Backyard under patio / 2nd Floor has condensation and mold buildup
4192,01-Emergency,2022-03-02 11:52:00,Environmental Concerns,Backyard under patio / 2nd Floor has condensation and mold buildup
5860,01-Emergency,2022-10-05 13:32:00,Environmental Concerns,"The wood to the side of the door in the garage needs repairing. Everytime it rains, the garage floods. I put in a ticket a month ago and haven`t had any resolve so i now have a mold concern. please have the spot water tested prior to closing out the ticket. PTE."
4462,01-Emergency,2022-05-31 09:56:00,Heating and cooling,Thermostat seems to not be working correctly. The air conditioner keeps running. Theremostat says it`s 70/71 degrees in the house but is much colder than that
3315,02-Urgent,2022-06-09 12:52:00,Plumbing and bath,Master bedroom left sink is leaking from unknown location. Need a vendor to repair the faucet it`s a new construction
4745,02-Urgent,2022-05-09 10:43:00,Doors and locks,last request was closed and was not fixed- no one came.
5879,01-Emergency,2022-10-26 14:02:00,General,"Leak from laundry ran down to pantry Resident had a broken washing machine motor pump, so water was on the upstairs floor and drain downstairs, I cleaned and left a blower, waiting for everything to dry then we will need few drywall repairs Start 2:15pm -3:20pm Next day: all areas dry and few areas need drywall repairs Start 10:10am -10:30am"
3332,03-Routine,2022-06-08 09:31:00,Windows,The three blinds in our living room are not raising.
3642,03-Routine,2022-06-22 10:14:00,Plumbing and bath,"VERY VERY low water pressure exterior water hose, back yard."
908,03-Routine,2022-08-10 14:18:00,Electrical and lighting,Light cover midway on stairs - cover is broken.
5432,02-Urgent,2022-10-27 17:25:00,Appliance,Oven will not heat but stovetop is working as normal. Replaced oven igintor
1934,01-Emergency,2022-01-18 10:08:00,Environmental Concerns,Curious if we can have our ducts cleaned/ inspected. Frequent headaches occurring for the kids & I just want to be sure as per housing advocacy groups suggestions.
397,01-Emergency,2022-04-24 11:14:00,Electrical and lighting,Power has gone out in both guest bedrooms 3 times in one week which required a breaker reset. Request electrician to inspect breaker panel for safety.
5022,02-Urgent,2022-05-11 10:07:00,Doors and locks,I believe the batteries are out on both exterior doors. It will not recognize the key.
6005,01-Emergency,2022-09-09 16:22:00,Electrical and lighting,No power in Master Bedroom
2889,03-Routine,2022-07-07 08:50:00,Building exterior,Gutters need to be cleaned. Runoff from clogged gutters is directly onto front porch.
3778,02-Urgent,2022-06-28 11:27:00,Appliance,Freezer is making very loud noise constantly and the back of the freezer is icing up
6137,03-Routine,2022-09-12 11:55:00,Building exterior,"The app wouldn`t allow me to choose things to have all of the fields filled in so I just picked something. The gutters for the entire garage unit for houses 8707-8711 need thoroughly cleaned. The gutters are clogged, downspouts are clogged; contributing to the flooding that happens in our yard."
2564,03-Routine,2022-07-14 08:23:00,Appliance,The dishwasher isn`t anchored to the countertop properly. It is loose and is causing issues.
8,02-Urgent,2022-04-30 15:04:00,Electrical and lighting,"5/2 Resident submitted through web. Resident states have freezer stores the frozen food, for the past 2days have to reset the outlet. At soon reset it, it pops out. All the foods are going bad."
5926,02-Urgent,2022-09-23 10:05:00,Plumbing and bath,Leaking under sink when dishwasher is going.
3518,03-Routine,2022-06-25 11:36:00,Appliance,Dishwasher isn't draining and will continuously repeat wash cycles.
4160,01-Emergency,2022-03-02 16:05:00,Environmental Concerns,Next door no one living in 9650 Maloney - Backyard under patio / 2nd Floor has condensation and mold buildup. Will spread to other units unless remediated.
3429,02-Urgent,2022-06-10 11:35:00,Doors and locks,Handle keeps coming off and doesn`t lock or close properly. Called resident she said garage door already repaired
5871,01-Emergency,2022-10-17 16:33:00,Environmental Concerns,Can smell mildew in the walk in closet
5417,01-Emergency,2022-10-02 13:42:00,Electrical and lighting,The power outlets in the basement do not have power to them. Resident stated that this has escalated to multiple parts of the home
3702,03-Routine,2022-06-20 12:04:00,Flooring,Vinyl plank coming up near back door. Concerned about water infiltration.
1482,01-Emergency,2022-02-06 09:45:00,Plumbing and bath,Leak in bathroom is still ongoing and got worse after maintenance first attempt at repairs. Was told to reach back out if it got worse.
182,02-Urgent,2022-04-06 06:28:00,Electrical and lighting,"We have water leaking from the exhaust fan. While this could be water pushed into the fan from last night windy rain storm, we wanted to make sure. Water and electrical parts don`t mix. 4/6 called resident and got PTE for urgent S/R."
3883,02-Urgent,2022-03-23 17:40:00,Plumbing and bath,Toilet tank leaking onto upstairs mstr bathroom floor
5852,03-Routine,2022-10-17 14:31:00,Heating and cooling,The AC unit makes several attempts to start the compressor when a call for service occurs and is noisy due to the fact that the concrete slab is sunken on one corner. Tilting the unit to a level state resolves most of the vibrational noise.
1188,02-Urgent,2022-08-24 19:50:00,Doors and locks,Front door does not seal/latch properly when closing. Only closes fully when deadbolted.
5048,03-Routine,2022-05-18 20:02:00,Plumbing and bath,Does not drain well
5309,03-Routine,2022-05-18 10:58:00,Doors and locks,5/18 Resident submitted through the portal. Resident states back screen doors is stuck and loose. Not even closing.
4389,01-Emergency,2022-05-21 18:43:00,Heating and cooling,Humidity levels in the house are around 60% and feels uncomfortable even with the air on
2207,01-Emergency,2022-01-26 13:00:00,Safety equipment,1x smoke detector in upstairs hallway is beeping. Request replacement batteries for all 8x smoke detectors in the house.
5963,02-Urgent,2022-09-13 15:43:00,Heating and cooling,The a/c runs continuously and does not get to the temp I would like. I have the temp set to 70 during the day and 68 at night. This has been my setting for over a year without issue. The nest thermostat sent me an email highlighting that it runs 15 hours a day and there may be a potential issue.
6114,02-Urgent,2022-09-12 21:50:00,Heating and cooling,Still not blowing from upstairs vents.
2531,01-Emergency,2022-07-28 15:36:00,Environmental Concerns,Possible leak in HVAC. Could he condensation but would like someone sent out soon to take a look. Thank you!
4535,02-Urgent,2022-05-30 20:15:00,Heating and cooling,"Hello, Today we were doing laundry and noticed that our dryer has been smelling very bad for the last few days. I cleaned the lint trap to which the smell persisted. It was so foul that we decided to stop using the dryer. Today, I removed the dryer vent tube (that leads outside) and found a dead bird. There must be a way the bird entered the house from the back. Also, we are unable to use our dryer now. As well, the odor persist. We are concerned about bacteria and disease that comes from dead birds."
2201,02-Urgent,2022-01-06 10:24:00,Appliance,Oven has not been working correctly for weeks. And now it`s worse and I can`t cook anything the right way in the oven.
6211,01-Emergency,2022-09-14 12:19:00,Safety equipment,"Detector closest to the top of the stairs is still giving an ""End of Life"" chime after technician replaced battery."
438,02-Urgent,2022-04-28 14:28:00,Heating and cooling,Mysterious leak in the laundry room. Leaking through the floor.
5259,02-Urgent,2022-05-19 08:07:00,Appliance,5/19 Resident submitted through the portal. Resident states had their water refrigerator line might have been busted. Water coming from the back of the refrigerator.
5939,01-Emergency,2022-09-09 08:11:00,Heating and cooling,Maintenace came to repair unit yesterday and added freon. Ac began to cool but the unit is now frozen again. Could possibly have leakage
5004,02-Urgent,2022-05-15 13:39:00,Appliance,5/16 Resident submitted through the web. Resident states fridge is making a noise and the freezer is starting to defroze.
4847,01-Emergency,2022-05-27 12:13:00,Doors and locks,The front door will shut but it`s hard to open seems like it`s almost locked at time.
5075,01-Emergency,2022-05-27 10:34:00,Safety equipment,Smoke detector #14 beeping with low battery message. I tried changing batteries and resetting but issue persisted. Disconnected from base. Most of the detectors show they should have been replaced from 10/2020 to 12/2021.
1457,03-Routine,2022-08-01 10:59:00,Building exterior,"There`s a tree growing in one of my gutters, a bird nest in another, grass and one over flows because it`s broken."
2882,02-Urgent,2022-07-28 11:34:00,Electrical and lighting,Light bulb socket sparks when light bulb is changed with CORRECT type of light bulb. Chandelier in living room. We move on 8/1
1244,02-Urgent,2022-08-21 11:33:00,Doors and locks,The exterior door key does not work either.
1013,03-Routine,2022-08-11 12:47:00,Electrical and lighting,Round light cover busted. Self help does not carry the item and advised to place work order.
4541,01-Emergency,2022-05-08 14:25:00,Safety equipment,"5/9 Resident submitted through web. Fire alarm went off and said ""Fire""."
6555,02-Urgent,2022-09-30 12:29:00,Doors and locks,Door handle damaged
939,03-Routine,2022-08-16 12:02:00,Grounds and landscaping,Trash Can lid is broken/needs replacement. Recycling Can lid is missing and needs replacement
5683,03-Routine,2022-10-12 12:34:00,Flooring,This request is for the front porch. There is one plank of the flooring that is damaged and needs repair/replacement.
4529,03-Routine,2022-05-04 12:04:00,Windows,Blinds do not turn open. Clicking noise when trying to open. 1. Bottom left corner (near dining) 2. Bedroom #2 (top left corner of house) 3. Master bedroom (left side)
6402,01-Emergency,2022-09-28 07:49:00,Safety equipment,All four smoke detectors are not working. We have tried two battery changes per unit. I have to work 830-430 but you may enter the front door. Smoke detectors will be located on the counter. Thank you.
3224,01-Emergency,2022-06-20 21:40:00,Safety equipment,We replaced the batteries but it`s been going off and on the past couple of days. We can`t get it to stop.
6108,03-Routine,2022-09-16 11:54:00,Flooring,The porch has several holes due to rotten wood.
2086,02-Urgent,2022-01-06 11:26:00,Plumbing and bath,NOT WATER CHLLER - it wouldnt let me choose the right option. Powder room sink connection leaking
124,02-Urgent,2022-04-18 11:07:00,Heating and cooling,Cool air is coming out the vents when the heat is turned on.
1780,03-Routine,2022-02-15 13:56:00,Windows,Second level blinds have not been updated to stringless blinds following safety visit. Previously unable to align availability w/ maintenance visit.
4333,02-Urgent,2022-05-21 11:05:00,Windows,5/23 Resident submitted through the portal. Resident states window shuttered and anybody can access the house through the window.
4572,03-Routine,2022-05-09 23:03:00,Windows,Screen has a tear
6523,02-Urgent,2022-09-05 10:38:00,Appliance,The dishwasher leaks into the hallway under the linoleum. We have noticed there`s water under the floor that we keep having to mop up and just connected it that it happens every time the dishwasher is run.
997,01-Emergency,2022-08-31 05:15:00,Safety equipment,9/2 Resident stated that she would like someone to be dispatched @ 11am LT No smoke no CO no gas leak and I had my system going off for a solid minute at 4:40 this morning I have lived here for almost 5 years Maybe it`s time for a replacement
5006,03-Routine,2022-05-31 05:56:00,Common Areas,Outlets in kitchen and dining room not working
355,02-Urgent,2022-04-22 06:25:00,Appliance,Garbage disposal is not working. Creates a buzzing sound but does not grind anything when switch turned on. Sink now backing up if water is running on that basin.
5915,03-Routine,2022-10-17 08:28:00,Electrical and lighting,Light on the staircase is out and makes walking up and down the stairs dangerous
416,03-Routine,2022-04-25 11:19:00,Grounds and landscaping,"Garden floods when rains, stays swamp like for days after"
3852,01-Emergency,2022-03-14 08:46:00,Doors and locks,Door is damaged from high winds we experienced almost A YEAR ago and is STILL not replaced or fixed.
2246,01-Emergency,2022-01-06 11:28:00,Plumbing and bath,Hot water heater (big white box on the left side of the laundry room near the internet router is dripping onto the laundry room floor
6208,03-Routine,2022-09-05 07:42:00,Flooring,Bathroom upstairs has tac strip screws poking through the carpet before transitioning from hallway to bathroom
4931,01-Emergency,2022-05-17 08:35:00,Environmental Concerns,Family has been having respiratory problems since we moved in. I`d like an inspection to be done asap.
3749,02-Urgent,2022-06-14 19:26:00,Appliance,"after speaking with Maintenance they said its time for a new one, but today while pulling out the bottom drawer I see that the seal is no longer secure. Which makes since b/c when it is lit you can smell the gas at first."
1555,03-Routine,2022-02-08 10:25:00,Plumbing and bath,Dishwasher draining to overflow on top of kitchen sink.
5847,02-Urgent,2022-10-01 10:17:00,Heating and cooling,"The house heat is not functioning. We turned on the heat last night and the house still remains at 64 degrees,"
579,02-Urgent,2022-04-01 07:51:00,Heating and cooling,Upstairs A/C unit not cooling
1522,02-Urgent,2022-02-02 17:05:00,General,Garage door will not close properly.
4760,02-Urgent,2022-05-20 09:50:00,Appliance,"Had a gas issue earlier this week, they came and turned off the gas then turned it back on. Now the stove isn`t working. When I go to turn on a burner, it catches flame then almost immediately goes out. This is on all 4 burners."
1569,02-Urgent,2022-02-15 05:41:00,Heating and cooling,The heater is producing a large amount of noise when it runs. It does not seem able to produce enough heater. The way it is running I am concerned it is becoming a fire hazard.
912,02-Urgent,2022-08-02 20:18:00,Doors and locks,Lock stopped working
3043,02-Urgent,2022-07-29 15:46:00,Appliance,Water comes out of the overflow valve into the sink during certain cycles.
2138,02-Urgent,2022-01-13 13:49:00,Heating and cooling,My home doesn`t get above 69 to 70 degrees. I will need someone to come soon to help as my home is cold.
6071,02-Urgent,2022-09-12 17:12:00,Appliance,Freezer is not keeping food frozen.
6176,03-Routine,2022-09-20 21:17:00,Doors and locks,Garage door does not close
4796,02-Urgent,2022-05-31 17:03:00,Appliance,Suspected dishwasher leak. Water seeping through cracks between flooring sheets around dishwasher. Visible water/water spots. Moisture on wood cabinet surrounding dishwasher.
2534,01-Emergency,2022-07-04 11:54:00,Heating and cooling,"Outside unit not turning on. Came back from a trip and the house temperature was 85 degrees while the unit was set at 75, Tried calling the emergency line, no answer, went straight to voicemail. Left a message with my name and number."
4579,02-Urgent,2022-05-01 09:06:00,Plumbing and bath,5/2 Resident submitted through web. Water heater is leaking water.
3302,02-Urgent,2022-06-05 17:26:00,Appliance,Refrigerator not cool enough
3709,02-Urgent,2022-06-07 20:29:00,Appliance,"The dishwasher is leaking from the lower right corner. Occasionally the timer gets stuck and the cycles don`t advance, but that problem is inconsistent."
5036,01-Emergency,2022-05-02 23:07:00,Electrical and lighting,"I called and submitted a work order on 1 May but did not have a follow-up. One of my upstairs bedrooms has no power. I believe a breaker might be blown. I attempted to throw all the breakers and the house continues to have power, except for the one upstairs bedroom."
3661,02-Urgent,2022-06-21 08:10:00,Heating and cooling,I would like to have a window unit installed in 3rd upstairs bedroom please
5221,03-Routine,2022-05-18 11:11:00,Pest Control,We have a lot of wasp and wood bore bees in the backyard and garage area in alley. I don`t know exactly where they are coming from though.
3934,01-Emergency,2022-03-26 08:05:00,Safety equipment,Replace batteries on all fire alarms they are all beeping to be replaced please
3791,03-Routine,2022-03-20 15:29:00,Flooring,Carpet coming loose on stairs and there is a chunk of carpet in the master bedroom which has come loose (look like it was previously replaced) and my dog keeps trying to tear up the carpet in that area. I`ve got it covered by a rug but it really needs replaced badly. That area of the floor is also extra squeaky so I`m not sure if it is damaged.
2340,01-Emergency,2022-01-25 10:29:00,Doors and locks,"The key will not unlock/lock the side door. Flashing red, and not able to be used."
3319,03-Routine,2022-06-09 15:05:00,Doors and locks,missing garage door opener
739,02-Urgent,2022-08-12 14:37:00,Electrical and lighting,Power out in garage and laundry room.
4,02-Urgent,2022-04-25 21:45:00,Plumbing and bath,Sink needs to be re calk
2032,03-Routine,2022-01-25 10:29:00,Storm Damage,Tree in Front yard could never stand back up after snowstorm. Roots partially still in the ground. No option on above list to choose exterior trees.
6417,01-Emergency,2022-09-16 20:18:00,Environmental Concerns,Mold actively growing in garage. The roof is leaking.
3314,01-Emergency,2022-06-22 11:36:00,Moisture Issues,6/23 Resident states leak in the master bedroom ceiling because of the rain outside. PTE
2294,01-Emergency,2022-01-27 18:29:00,Doors and locks,Side door to patio does not lock properly
4679,02-Urgent,2022-05-08 15:51:00,Appliance,Dishwasher leaking causing dishes to not be cleaned and flooding kitchen. The baseboards have become damaged from the leak. The leak has spread all the way to downstairs bathroom.
4362,01-Emergency,2022-05-07 11:03:00,Moisture Issues,Leak in the ceiling dripping into laundry room. Leaking is stopped right now.
5946,01-Emergency,2022-09-01 20:51:00,Grounds and landscaping,Washer drainage line smells of sewage; appears clogged. We just moved in.
1042,03-Routine,2022-08-23 11:00:00,Grounds and landscaping,Trash cans are broken and need to be repaired or replaced
5095,01-Emergency,2022-05-20 21:19:00,Heating and cooling,5/23 Resident submitted through the portal. Resident states No AC. It`s not blowing cold air.
896,03-Routine,2022-08-24 09:52:00,LHS Inspections,"Ponding water inside downspout at garage. Tried to leave it but the extension is placed to low to create the right angles. Also would like gutter/downspouts on higher roof checked that they`ve been cleaned or evidence this was checked during turnover inspection. Lastly, was told house was on list for pressure washing. Would like to know when that is scheduled to happen. Would like finding/proof of LHS inspection before turn."
4976,03-Routine,2022-05-17 16:44:00,Grounds and landscaping,"No option to choose backyard issues. My yard has no drainage and even after asking them not to maintenance rerouted my neighbors gutter water to my yard. We spent a lot of money putting in sod last year and between rain, mud, and drainage issues it didnt last. I then tried seed and have the same problem. I have 2 young children and my yard is nasty mud pit. You fixed my neighbors yard at 8717 and want the same thing done to our yard."
167,03-Routine,2022-04-23 17:55:00,Plumbing and bath,Backyard faucet will not turn on.
650,01-Emergency,2022-08-01 13:29:00,Appliance,The provided metal tray has been arcing when used.
4094,03-Routine,2022-03-21 10:31:00,Environmental Concerns,Peeling and chipped paint in many common area`s. Baby is finding and eating. Please check for led paint and fix asap.
3317,03-Routine,2022-06-28 09:54:00,General,"The back fence is rooting and breaking. There appears to, possibly, be some parts eaten by some sort of insect/pest."
4940,01-Emergency,2022-05-20 19:13:00,Heating and cooling,5/23 AC was not turned on right after the black spots build up inspection for the AC vent.
5950,01-Emergency,2022-09-08 08:59:00,Heating and cooling,Ac not cooling. Ac unit outside keeps freezing. Resident has turned it off to defrost and it keeps refreshing
462,02-Urgent,2022-04-14 09:48:00,Heating and cooling,The AC unit has been on and is not cooling the house at all
35,03-Routine,2022-04-19 18:17:00,Electrical and lighting,Birds are trying to build a nest in our dryer vent and might be clogging our vent.
4893,01-Emergency,2022-05-15 13:13:00,Heating and cooling,5/16 Resident submitted through the portal. Resident states The AC is on but not blowing cold air for the entire unit. They set it at 60 but it`s still at 75 degree.
5545,01-Emergency,2022-10-18 12:26:00,Doors and locks,The door will not stay shut and is drafty
735,01-Emergency,2022-08-07 22:23:00,Environmental Concerns,hvac dust mold food roaches found bathroom moisture and mold in master bath
4805,03-Routine,2022-05-23 10:51:00,Grounds and landscaping,There is a tree that is rubbing up again the outside paneling of the house. I dont want the tree to damage the outside of the house
2448,01-Emergency,2022-07-15 15:24:00,Safety equipment,7/15 Resident submitted email through the web.
3968,02-Urgent,2022-03-06 16:42:00,Heating and cooling,It cuts on but does not cool off
4284,01-Emergency,2022-03-09 22:35:00,Doors and locks,Exterior door handle sticks and is occasionally impossible to turn.
5680,02-Urgent,2022-10-20 09:49:00,Heating and cooling,"Downstairs heater is not working. Currently 61 degrees downstairs and turned onto 70. The upstairs is working fine, though"
1792,03-Routine,2022-02-06 12:15:00,Appliance,Dishwasher is not performing And sink facet sprays water Sorry this is not really user friendly when trying to submit and work order
5247,01-Emergency,2022-05-03 20:48:00,Heating and cooling,ac not turning on at all inside temp is over 80 and it was only 70 degrees outside tomorrow it will be unbearable
2118,01-Emergency,2022-01-06 11:15:00,Doors and locks,"Shed door does not lock, it only blinks red when I put the key in. I think the lock battery may have died"
5315,02-Urgent,2022-10-21 18:48:00,Heating and cooling,"Both Nest thermostats are still connected to the prior tenant`s account. We have been unable to hard reset either thermostat and it is automatically set to turn on/off through the day and evening, and also auto adjusts temps that aren`t comfortable for our family. Please send someone to reset the system so we can set the thermostat to our preferences without it auto-correcting to the previously programmed setting a short time later. If this isn`t possible, we respectfully request replacement of both units."
6103,02-Urgent,2022-09-27 22:10:00,Doors and locks,Can someone please fix this. I hate being locked out when I come home from class at night and have to wake up my family. This is happening too often in a short period of time.
464,01-Emergency,2022-04-30 07:36:00,Safety equipment,5/2 Resident submitted through web. Loud beeping sound high pitch coming from their laundry room but there not sure what it is.
1176,03-Routine,2022-08-25 05:09:00,Pest Control,"There is a trail of ants on the front door step. They are getting food from an unknown source. Please investigate, locate the source, and eliminate the cause. The ants are starting to come into a crack in my front entry way. Also a request to check for mice was requested upon move in but was not conducted. Please come prepared to treat for my concerns."
4062,01-Emergency,2022-03-30 19:53:00,Plumbing and bath,The toilet almost over flowed and if i flush again it will over flow again. This happens every few weeks
1170,02-Urgent,2022-08-29 09:16:00,Plumbing and bath,P-trap fastener corroded and leaking. I`m keeping a bowl under to catch water.
3630,02-Urgent,2022-06-24 22:01:00,Doors and locks,Garage door and back door of house keys are not working.
4646,01-Emergency,2022-05-01 16:05:00,Plumbing and bath,5/2 Resident submitted through web. Resident states water heater is not working. There is hot water for a bit and then after that no more hot water.
3826,01-Emergency,2022-03-03 23:22:00,Plumbing and bath,"Shower rod is not staying up, the tension in the rod is not working to hold it up properly and it keeps falling down."
5802,02-Urgent,2022-10-04 06:40:00,Heating and cooling,"Thermostat indicates heat is on, however the unit is not turning over and dispensing heat in the house."
944,01-Emergency,2022-08-10 19:40:00,Safety equipment,The fire detectors randomly sound one night. There was NO fire at all in the house.
1473,03-Routine,2022-02-21 18:14:00,LHS Inspections,I would like to schedule an LHS and pm and September will be five years in the home I would like all ductwork floors etc. checked into
3182,03-Routine,2022-06-27 20:42:00,Pest Control,Ants at front stoop and backyard sidewalk
6547,03-Routine,2022-09-16 11:56:00,Appliance,There is a hole in the stove where the buttons are.
5220,03-Routine,2022-05-27 11:06:00,Pest Control,Also treat for ticks
3313,02-Urgent,2022-06-03 21:13:00,Plumbing and bath,Toilet is clogged and there is feces in the toilet.
4014,01-Emergency,2022-03-22 20:31:00,Environmental Concerns,Large amount of Possible mold was found outside of air vents in both guest bedrooms.
1610,01-Emergency,2022-02-28 11:14:00,Safety equipment,Smoke detector is beeping 5 times every minute. The google answer is that the detector has reached its end of life.
4761,02-Urgent,2022-05-24 14:43:00,Appliance,"Freezer temperature is inconsistent, it will defrost things and freeze back up, also think the ice maker is leaking in the freezer"
2194,03-Routine,2022-01-19 15:41:00,Doors and locks,Door keeps reopening when trying to close door is secure
607,02-Urgent,2022-04-21 15:09:00,Doors and locks,"It seems like the deadbolt on the backdoor as well as the garage door do not line up properly. The Backdoor of the house, we have to pull hard on the door to lock it. The garage door, I cannot get the deadbolt to engage at all, when I pull the door or push it."
3047,02-Urgent,2022-07-07 09:11:00,Appliance,"8/16 Missed appt rescheduled LT Run dial doea not advance during operation, just continues to run without cycling or ending the cycle."
2438,03-Routine,2022-07-25 08:20:00,Heating and cooling,I hear the A/C running but the temperature stays the same and it says it's going to take 2+ hours to cool down even one degree.
4814,01-Emergency,2022-05-19 19:34:00,Heating and cooling,AC is set to 70 degrees but can`t feel air through the vents and says it is 74 degrees downstairs. Feels much hotter upstairs
2070,03-Routine,2022-01-21 09:19:00,Plumbing and bath,The master bath tub creaks significantly when one is inside as if it was installed incorrectly or the subfloor needs to be looked at.
2512,03-Routine,2022-07-28 16:13:00,Pest Control,Large collection of ants and flies continue to flood our patio area. Additionally ants have been spotted several times on the interior of the home on the first floor. Spiders continue to be a problem as well.
5016,02-Urgent,2022-05-19 20:27:00,Doors and locks,The lock is not registering the key when inserted. No lights (red or green) are coming on.
3884,03-Routine,2022-03-14 11:15:00,Plumbing and bath,"Garbage Disposal broken, no water leak"
2920,01-Emergency,2022-07-10 17:54:00,Environmental Concerns,mold growth on ceiling literally came over night and is spreading even after cleaning
988,01-Emergency,2022-08-30 20:00:00,Environmental Concerns,Kitchen vent was leaking. Maintenance came out and said it needed to be replaced and the duct needed to be sealed. No one ever returned to complete the work.
4932,02-Urgent,2022-05-10 19:32:00,Heating and cooling,The outside unit doesn`t run. Someone came by last but we haven`t heard anything since. Would like resolved before weather turns hot
3786,03-Routine,2022-03-04 18:19:00,Flooring,About a dozen of the floor panels in my kitchen are all coming up. Plank are comiong out in kitchen. Vender.
598,02-Urgent,2022-04-24 20:26:00,Heating and cooling,The lines on the A/C unit are freezing over.
1427,03-Routine,2022-08-29 22:35:00,Electrical and lighting,"Long fluorescent bulb in laundry room is out, as well as 5 other normal size light bulbs."
247,03-Routine,2022-04-10 13:03:00,Grounds and landscaping,"Due to lack of options in this service request menu, there is no mold concerns. However, our trash can has a huge crack in it and needs replacement."
1430,02-Urgent,2022-08-22 11:02:00,Electrical and lighting,I flipped the breaker switches and the power to my outlets still will not come on.
6197,02-Urgent,2022-09-28 11:24:00,Appliance,Ice maker was replaced but possible line clogged as freezer is still leakkng
4470,03-Routine,2022-05-29 18:55:00,Flooring,"The wood on our deck is soft and rotting, particularly in areas where the clogged gutters leak water and damage the flooring."
2851,02-Urgent,2022-07-17 19:23:00,Appliance,Slow drip from back of freezer into refrigerator. We currently have a container there to catch the water.
158,02-Urgent,2022-04-18 11:20:00,Plumbing and bath,standing water inside dishwasher and water coming from under floor since May 2021
5188,01-Emergency,2022-05-07 17:21:00,Environmental Concerns,We get water coming in from the bottom of the wall and floor in two places in the basement when it rains. One spot is in the front room under the window and the other is in the backroom rear corner. Will mark the spot for the worker.
2777,01-Emergency,2022-07-06 15:57:00,Heating and cooling,requesting an ac contractor to come out temp inside is still 75-77 deg and the ac is set to 69/70 now 68 cause it not cooling in the home and I h requesting an ac contractor to come look at ours not a maintenance guy.. out temp inside is still 75-77 deg and the ac is set to 69/70 now 68 cause it not cooling in the home and I have black out curtains closed down stairs.. I think this category 2/ cat 3 w high humidity outside is not helpful.
4697,03-Routine,2022-05-13 10:40:00,Common Areas,Water and new surfacing please
5202,01-Emergency,2022-05-20 20:03:00,Moisture Issues,5/23 Resident submitted through the portal. Resident states ceiling is leaking water through the light fixture from the air handle that is completed filled with water.
230,02-Urgent,2022-04-25 17:01:00,Plumbing and bath,Toilet is leaking
5575,03-Routine,2022-10-17 19:42:00,Doors and locks,The weather stripping on the bottom of the front door is falling off.
4342,02-Urgent,2022-05-09 09:11:00,Appliance,Dishwasher in kitchen leaks water when used
3659,03-Routine,2022-06-03 08:57:00,Grounds and landscaping,"Tree trimming, NW and SW sides of home. Tree branches are impacting And rubbing roof and siding causing damage, clogged gutters (foundation issues), insects."
2275,02-Urgent,2022-01-11 18:40:00,Plumbing and bath,Hot water is out. Maintenance came out last night and turned it up. That being said I only had about 5 minutes of hot water tonight. I believe the system has gone bad.
206,03-Routine,2022-04-04 07:22:00,Plumbing and bath,Master bedroom bathroom tub clogs with water.
2653,02-Urgent,2022-07-05 12:48:00,Doors and locks,Front door handle repeatedly stuck and needs replaced
1889,03-Routine,2022-01-10 13:09:00,Plumbing and bath,Dishwasher air gap on sink is leaking water underneath the sink and onto the kitchen floor.
841,01-Emergency,2022-08-21 08:31:00,Safety equipment,"Downstairs hall smoke detector flashing red, made noise."
4476,03-Routine,2022-05-02 13:54:00,Heating and cooling,5/2 Resident submitted through web. Resident states air duct has a plate on it and it`s off. Air can not circulate properly.
